comuna,nivel,estandar,dep_tot,dep_pub,dep_sub,dep_pag,area_tot,area_urb,area_rur,gse_tot,gse_bajo,gse_medio_bajo,gse_medio,gse_medio_alto,gse_alto,gen_tot,gen_hom,gen_muj,etnia_tot,etnia_no,etnia_si,nac_tot,nac_cl,nac_ext,int_tot,int_no,int_si
MACUL,media,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MÁFIL,media,Insuficiente,71.4%,80.9%,59.5%,0.0%,71.4%,71.4%,0.0%,71.4%,0.0%,71.4%,0.0%,0.0%,0.0%,71.4%,69.7%,72.5%,71.4%,74.0%,54.5%,71.4%,71.4%,0.0%,71.4%,67.6%,92.3%
MÁFIL,media,Elemental,27.4%,17.0%,40.5%,0.0%,27.4%,27.4%,0.0%,27.4%,0.0%,27.4%,0.0%,0.0%,0.0%,27.4%,30.3%,25.5%,27.4%,24.7%,45.5%,27.4%,27.4%,0.0%,27.4%,31.0%,7.7%
MÁFIL,media,Adecuado,1.2%,2.1%,0.0%,0.0%,1.2%,1.2%,0.0%,1.2%,0.0%,1.2%,0.0%,0.0%,0.0%,1.2%,0.0%,2.0%,1.2%,1.4%,0.0%,1.2%,1.2%,0.0%,1.2%,1.4%,0.0%
MÁFIL,media,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
MAIPÚ,media,Insuficiente,42.8%,45.0%,42.7%,37.1%,42.8%,42.8%,0.0%,42.8%,85.9%,60.8%,47.4%,29.0%,24.5%,42.8%,38.5%,47.4%,42.8%,42.6%,50.0%,42.8%,42.3%,55.6%,42.8%,41.5%,77.2%
MAIPÚ,media,Elemental,33.7%,31.0%,33.8%,41.6%,33.7%,33.7%,0.0%,33.7%,14.1%,27.5%,35.7%,34.5%,40.2%,33.7%,34.6%,32.7%,33.6%,33.6%,34.4%,33.6%,33.9%,26.9%,33.6%,34.1%,21.3%
MAIPÚ,media,Adecuado,23.5%,24.0%,23.5%,21.3%,23.5%,23.5%,0.0%,23.5%,0.0%,11.8%,17.0%,36.5%,35.4%,23.5%,26.9%,19.9%,23.6%,23.8%,15.6%,23.5%,23.8%,17.5%,23.5%,24.4%,1.5%
MAIPÚ,media,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MALLOA,media,Insuficiente,68.8%,68.8%,0.0%,0.0%,68.8%,0.0%,68.8%,68.8%,68.8%,0.0%,0.0%,0.0%,0.0%,68.8%,55.2%,80.0%,68.8%,68.3%,100.0%,68.8%,67.7%,100.0%,68.8%,64.0%,85.7%
MALLOA,media,Elemental,29.7%,29.7%,0.0%,0.0%,29.7%,0.0%,29.7%,29.7%,29.7%,0.0%,0.0%,0.0%,0.0%,29.7%,41.4%,20.0%,29.7%,30.2%,0.0%,29.7%,30.6%,0.0%,29.7%,34.0%,14.3%
MALLOA,media,Adecuado,1.6%,1.6%,0.0%,0.0%,1.6%,0.0%,1.6%,1.6%,1.6%,0.0%,0.0%,0.0%,0.0%,1.6%,3.4%,0.0%,1.6%,1.6%,0.0%,1.6%,1.6%,0.0%,1.6%,2.0%,0.0%
MALLOA,media,Total,100.0%,100.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MARCHIHUE,media,Insuficiente,67.9%,67.9%,0.0%,0.0%,67.9%,67.9%,0.0%,67.9%,67.9%,0.0%,0.0%,0.0%,0.0%,67.9%,64.3%,72.0%,67.9%,67.3%,100.0%,67.9%,70.0%,33.3%,67.9%,64.4%,87.5%
MARCHIHUE,media,Elemental,22.6%,22.6%,0.0%,0.0%,22.6%,22.6%,0.0%,22.6%,22.6%,0.0%,0.0%,0.0%,0.0%,22.6%,21.4%,24.0%,22.6%,23.1%,0.0%,22.6%,22.0%,33.3%,22.6%,24.4%,12.5%
MARCHIHUE,media,Adecuado,9.4%,9.4%,0.0%,0.0%,9.4%,9.4%,0.0%,9.4%,9.4%,0.0%,0.0%,0.0%,0.0%,9.4%,14.3%,4.0%,9.4%,9.6%,0.0%,9.4%,8.0%,33.3%,9.4%,11.1%,0.0%
MARCHIHUE,media,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MARÍA ELENA,media,Insuficiente,52.6%,52.6%,0.0%,0.0%,52.6%,52.6%,0.0%,52.6%,0.0%,0.0%,52.6%,0.0%,0.0%,52.6%,53.1%,52.0%,53.6%,53.7%,50.0%,52.6%,53.1%,50.0%,52.6%,42.2%,91.7%
MARÍA ELENA,media,Elemental,40.4%,40.4%,0.0%,0.0%,40.4%,40.4%,0.0%,40.4%,0.0%,0.0%,40.4%,0.0%,0.0%,40.4%,40.6%,40.0%,39.3%,38.9%,50.0%,40.4%,40.8%,37.5%,40.4%,48.9%,8.3%
MARÍA ELENA,media,Adecuado,7.0%,7.0%,0.0%,0.0%,7.0%,7.0%,0.0%,7.0%,0.0%,0.0%,7.0%,0.0%,0.0%,7.0%,6.3%,8.0%,7.1%,7.4%,0.0%,7.0%,6.1%,12.5%,7.0%,8.9%,0.0%
MARÍA ELENA,media,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MARÍA PINTO,media,Insuficiente,83.8%,83.8%,0.0%,0.0%,83.8%,83.8%,0.0%,83.8%,83.8%,0.0%,0.0%,0.0%,0.0%,83.8%,81.3%,86.9%,83.8%,85.3%,57.1%,83.8%,83.6%,100.0%,83.8%,80.7%,100.0%
MARÍA PINTO,media,Elemental,11.8%,11.8%,0.0%,0.0%,11.8%,11.8%,0.0%,11.8%,11.8%,0.0%,0.0%,0.0%,0.0%,11.8%,12.0%,11.5%,11.8%,10.1%,42.9%,11.8%,11.9%,0.0%,11.8%,14.0%,0.0%
MARÍA PINTO,media,Adecuado,4.4%,4.4%,0.0%,0.0%,4.4%,4.4%,0.0%,4.4%,4.4%,0.0%,0.0%,0.0%,0.0%,4.4%,6.7%,1.6%,4.4%,4.7%,0.0%,4.4%,4.5%,0.0%,4.4%,5.3%,0.0%
MARÍA PINTO,media,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MARIQUINA,media,Insuficiente,67.9%,86.2%,59.1%,0.0%,67.9%,68.8%,61.3%,67.9%,81.7%,62.8%,54.3%,0.0%,0.0%,67.9%,70.1%,65.3%,67.9%,66.0%,72.5%,67.9%,67.8%,100.0%,67.9%,64.4%,96.6%
MARIQUINA,media,Elemental,26.5%,13.8%,32.6%,0.0%,26.5%,25.7%,32.3%,26.5%,17.4%,30.8%,34.6%,0.0%,0.0%,26.5%,22.2%,31.5%,26.5%,26.6%,26.3%,26.5%,26.6%,0.0%,26.5%,29.3%,3.4%
MARIQUINA,media,Adecuado,5.6%,0.0%,8.3%,0.0%,5.6%,5.5%,6.5%,5.6%,0.9%,6.4%,11.1%,0.0%,0.0%,5.6%,7.6%,3.2%,5.6%,7.4%,1.3%,5.6%,5.6%,0.0%,5.6%,6.3%,0.0%
MARIQUINA,media,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MAULE,media,Insuficiente,56.1%,84.2%,54.1%,0.0%,56.1%,53.7%,63.4%,56.1%,79.8%,84.2%,43.4%,28.1%,0.0%,56.1%,61.5%,50.4%,56.1%,56.0%,66.7%,56.1%,56.3%,33.3%,56.1%,53.7%,76.7%
MAULE,media,Elemental,27.5%,15.8%,28.4%,0.0%,27.5%,26.9%,29.6%,27.5%,17.6%,15.8%,37.7%,36.5%,0.0%,27.5%,22.3%,33.1%,27.5%,27.5%,33.3%,27.5%,27.1%,66.7%,27.5%,28.4%,20.0%
MAULE,media,Adecuado,16.4%,0.0%,17.5%,0.0%,16.4%,19.4%,7.0%,16.4%,2.5%,0.0%,18.9%,35.4%,0.0%,16.4%,16.2%,16.5%,16.4%,16.5%,0.0%,16.4%,16.5%,0.0%,16.4%,17.9%,3.3%
MAULE,media,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MAULLIN,media,Insuficiente,72.4%,72.4%,0.0%,0.0%,72.4%,72.4%,0.0%,72.4%,78.8%,69.2%,0.0%,0.0%,0.0%,72.4%,60.8%,85.1%,72.4%,67.9%,90.0%,72.4%,72.2%,100.0%,72.4%,67.9%,94.1%
MAULLIN,media,Elemental,23.5%,23.5%,0.0%,0.0%,23.5%,23.5%,0.0%,23.5%,18.2%,26.2%,0.0%,0.0%,0.0%,23.5%,39.2%,6.4%,23.5%,28.2%,5.0%,23.5%,23.7%,0.0%,23.5%,27.2%,5.9%
MAULLIN,media,Adecuado,4.1%,4.1%,0.0%,0.0%,4.1%,4.1%,0.0%,4.1%,3.0%,4.6%,0.0%,0.0%,0.0%,4.1%,0.0%,8.5%,4.1%,3.8%,5.0%,4.1%,4.1%,0.0%,4.1%,4.9%,0.0%
MAULLIN,media,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MEJILLONES,media,Insuficiente,78.3%,78.3%,0.0%,0.0%,78.3%,78.3%,0.0%,78.3%,0.0%,78.3%,0.0%,0.0%,0.0%,78.3%,76.1%,81.3%,78.3%,78.7%,50.0%,78.3%,73.9%,85.0%,78.3%,76.9%,88.9%
MEJILLONES,media,Elemental,19.1%,19.1%,0.0%,0.0%,19.1%,19.1%,0.0%,19.1%,0.0%,19.1%,0.0%,0.0%,0.0%,19.1%,21.6%,15.6%,19.1%,19.3%,0.0%,19.1%,21.7%,15.0%,19.1%,20.1%,11.1%
MEJILLONES,media,Adecuado,2.6%,2.6%,0.0%,0.0%,2.6%,2.6%,0.0%,2.6%,0.0%,2.6%,0.0%,0.0%,0.0%,2.6%,2.3%,3.1%,2.6%,2.0%,50.0%,2.6%,4.3%,0.0%,2.6%,3.0%,0.0%
MEJILLONES,media,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MELIPEUCO,media,Insuficiente,73.7%,73.8%,73.5%,0.0%,73.7%,73.7%,0.0%,73.7%,73.8%,73.5%,0.0%,0.0%,0.0%,73.7%,70.0%,77.8%,73.7%,71.7%,78.3%,73.7%,73.7%,0.0%,73.7%,67.7%,100.0%
MELIPEUCO,media,Elemental,26.3%,26.2%,26.5%,0.0%,26.3%,26.3%,0.0%,26.3%,26.2%,26.5%,0.0%,0.0%,0.0%,26.3%,30.0%,22.2%,26.3%,28.3%,21.7%,26.3%,26.3%,0.0%,26.3%,32.3%,0.0%
MELIPEUCO,media,Adecuado,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
MELIPEUCO,media,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
MELIPILLA,media,Insuficiente,50.4%,69.0%,46.5%,18.4%,50.4%,48.9%,79.5%,50.4%,69.5%,52.2%,56.5%,27.9%,18.4%,50.4%,47.5%,53.3%,50.5%,50.0%,70.3%,50.4%,50.0%,58.8%,50.4%,47.7%,82.4%
MELIPILLA,media,Elemental,30.9%,23.2%,34.7%,27.9%,30.9%,31.7%,14.1%,30.9%,22.9%,32.4%,31.1%,42.0%,27.9%,30.9%,31.1%,30.6%,30.8%,31.0%,21.6%,30.9%,30.8%,32.5%,30.9%,32.3%,13.6%
MELIPILLA,media,Adecuado,18.7%,7.8%,18.8%,53.7%,18.7%,19.3%,6.4%,18.7%,7.7%,15.4%,12.4%,30.1%,53.7%,18.7%,21.4%,16.2%,18.7%,19.0%,8.1%,18.7%,19.2%,8.8%,18.7%,20.0%,4.0%
MELIPILLA,media,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MOLINA,media,Insuficiente,74.0%,76.6%,72.3%,0.0%,74.0%,73.7%,78.8%,74.0%,77.5%,72.4%,67.0%,0.0%,0.0%,74.0%,71.5%,77.0%,74.0%,74.6%,53.8%,74.0%,73.5%,92.9%,74.0%,71.4%,96.2%
MOLINA,media,Elemental,23.5%,21.3%,25.0%,0.0%,23.5%,23.7%,21.2%,23.5%,21.4%,22.8%,30.0%,0.0%,0.0%,23.5%,24.7%,22.1%,23.5%,22.9%,46.2%,23.5%,24.0%,7.1%,23.5%,26.1%,1.9%
MOLINA,media,Adecuado,2.5%,2.0%,2.7%,0.0%,2.5%,2.6%,0.0%,2.5%,1.1%,4.7%,3.0%,0.0%,0.0%,2.5%,3.8%,0.9%,2.5%,2.5%,0.0%,2.5%,2.5%,0.0%,2.5%,2.5%,1.9%
MOLINA,media,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MONTE PATRIA,media,Insuficiente,63.6%,73.5%,33.8%,0.0%,63.6%,73.5%,33.8%,63.6%,70.5%,81.0%,33.8%,0.0%,0.0%,63.6%,64.9%,61.9%,63.6%,62.9%,76.9%,63.6%,63.4%,75.0%,63.6%,60.4%,92.6%
MONTE PATRIA,media,Elemental,27.6%,24.5%,36.8%,0.0%,27.6%,24.5%,36.8%,27.6%,27.4%,17.2%,36.8%,0.0%,0.0%,27.6%,24.7%,31.4%,27.6%,28.2%,15.4%,27.6%,27.6%,25.0%,27.6%,29.8%,7.4%
MONTE PATRIA,media,Adecuado,8.8%,2.0%,29.4%,0.0%,8.8%,2.0%,29.4%,8.8%,2.1%,1.7%,29.4%,0.0%,0.0%,8.8%,10.4%,6.8%,8.8%,8.9%,7.7%,8.8%,9.0%,0.0%,8.8%,9.8%,0.0%
MONTE PATRIA,media,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MOSTAZAL,media,Insuficiente,84.7%,86.2%,76.0%,0.0%,84.7%,84.7%,0.0%,84.7%,84.4%,85.1%,0.0%,0.0%,0.0%,84.7%,87.5%,81.1%,84.7%,84.3%,100.0%,84.7%,84.8%,80.0%,84.7%,84.4%,87.5%
MOSTAZAL,media,Elemental,13.5%,11.7%,24.0%,0.0%,13.5%,13.5%,0.0%,13.5%,13.5%,13.5%,0.0%,0.0%,0.0%,13.5%,11.5%,16.2%,13.5%,13.9%,0.0%,13.5%,13.3%,20.0%,13.5%,13.6%,12.5%
MOSTAZAL,media,Adecuado,1.8%,2.1%,0.0%,0.0%,1.8%,1.8%,0.0%,1.8%,2.1%,1.4%,0.0%,0.0%,0.0%,1.8%,1.0%,2.7%,1.8%,1.8%,0.0%,1.8%,1.8%,0.0%,1.8%,1.9%,0.0%
MOSTAZAL,media,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MULCHÉN,media,Insuficiente,62.1%,62.1%,0.0%,0.0%,62.1%,62.1%,0.0%,62.1%,70.1%,54.2%,0.0%,0.0%,0.0%,62.1%,59.2%,65.5%,62.1%,62.4%,55.6%,62.1%,62.4%,0.0%,62.1%,58.6%,84.4%
MULCHÉN,media,Elemental,28.9%,28.9%,0.0%,0.0%,28.9%,28.9%,0.0%,28.9%,23.1%,34.7%,0.0%,0.0%,0.0%,28.9%,29.6%,28.2%,28.9%,28.8%,33.3%,28.9%,28.6%,100.0%,28.9%,31.0%,15.6%
MULCHÉN,media,Adecuado,8.9%,8.9%,0.0%,0.0%,8.9%,8.9%,0.0%,8.9%,6.8%,11.0%,0.0%,0.0%,0.0%,8.9%,11.2%,6.4%,8.9%,8.8%,11.1%,8.9%,9.0%,0.0%,8.9%,10.3%,0.0%
MULCHÉN,media,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
NACIMIENTO,media,Insuficiente,58.3%,63.6%,53.0%,0.0%,58.3%,58.3%,0.0%,58.3%,63.6%,0.0%,65.0%,41.9%,0.0%,58.3%,55.4%,61.7%,58.3%,58.2%,66.7%,58.3%,58.4%,50.0%,58.3%,56.1%,71.7%
NACIMIENTO,media,Elemental,31.7%,30.9%,32.5%,0.0%,31.7%,31.7%,0.0%,31.7%,30.9%,0.0%,35.0%,30.2%,0.0%,31.7%,32.8%,30.5%,31.7%,32.0%,16.7%,31.7%,31.6%,50.0%,31.7%,32.6%,26.1%
NACIMIENTO,media,Adecuado,10.0%,5.5%,14.5%,0.0%,10.0%,10.0%,0.0%,10.0%,5.5%,0.0%,0.0%,27.9%,0.0%,10.0%,11.9%,7.8%,10.0%,9.8%,16.7%,10.0%,10.0%,0.0%,10.0%,11.2%,2.2%
NACIMIENTO,media,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
NANCAGUA,media,Insuficiente,57.5%,78.3%,18.2%,0.0%,57.5%,57.5%,0.0%,57.5%,78.3%,18.2%,0.0%,0.0%,0.0%,57.5%,58.3%,56.7%,57.5%,56.5%,100.0%,57.5%,56.2%,83.3%,57.5%,52.2%,100.0%
NANCAGUA,media,Elemental,19.7%,19.3%,20.5%,0.0%,19.7%,19.7%,0.0%,19.7%,19.3%,20.5%,0.0%,0.0%,0.0%,19.7%,20.0%,19.4%,19.7%,20.2%,0.0%,19.7%,19.8%,16.7%,19.7%,22.1%,0.0%
NANCAGUA,media,Adecuado,22.8%,2.4%,61.4%,0.0%,22.8%,22.8%,0.0%,22.8%,2.4%,61.4%,0.0%,0.0%,0.0%,22.8%,21.7%,23.9%,22.8%,23.4%,0.0%,22.8%,24.0%,0.0%,22.8%,25.7%,0.0%
NANCAGUA,media,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
NATALES,media,Insuficiente,63.7%,77.8%,46.1%,0.0%,63.7%,63.7%,0.0%,63.7%,0.0%,77.8%,46.7%,45.5%,0.0%,63.7%,59.0%,67.6%,63.6%,60.6%,72.3%,63.7%,63.2%,67.7%,63.7%,59.9%,90.6%
NATALES,media,Elemental,28.2%,19.4%,39.1%,0.0%,28.2%,28.2%,0.0%,28.2%,0.0%,19.4%,41.7%,36.4%,0.0%,28.2%,31.6%,25.4%,28.3%,29.5%,24.6%,28.2%,28.5%,25.8%,28.2%,31.3%,6.3%
NATALES,media,Adecuado,8.1%,2.8%,14.8%,0.0%,8.1%,8.1%,0.0%,8.1%,0.0%,2.8%,11.7%,18.2%,0.0%,8.1%,9.4%,7.0%,8.1%,9.8%,3.1%,8.1%,8.3%,6.5%,8.1%,8.8%,3.1%
NATALES,media,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
NAVIDAD,media,Insuficiente,60.9%,60.9%,0.0%,0.0%,60.9%,60.9%,0.0%,60.9%,0.0%,60.9%,0.0%,0.0%,0.0%,60.9%,61.1%,60.7%,60.9%,59.7%,100.0%,60.9%,59.0%,100.0%,60.9%,57.4%,80.0%
NAVIDAD,media,Elemental,26.6%,26.6%,0.0%,0.0%,26.6%,26.6%,0.0%,26.6%,0.0%,26.6%,0.0%,0.0%,0.0%,26.6%,27.8%,25.0%,26.6%,27.4%,0.0%,26.6%,27.9%,0.0%,26.6%,29.6%,10.0%
NAVIDAD,media,Adecuado,12.5%,12.5%,0.0%,0.0%,12.5%,12.5%,0.0%,12.5%,0.0%,12.5%,0.0%,0.0%,0.0%,12.5%,11.1%,14.3%,12.5%,12.9%,0.0%,12.5%,13.1%,0.0%,12.5%,13.0%,10.0%
NAVIDAD,media,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
NEGRETE,media,Insuficiente,76.3%,76.2%,76.5%,0.0%,76.3%,76.2%,76.5%,76.3%,76.5%,76.2%,0.0%,0.0%,0.0%,76.3%,69.0%,83.3%,77.6%,77.4%,80.0%,76.3%,76.3%,0.0%,76.3%,72.3%,91.7%
NEGRETE,media,Elemental,22.0%,21.4%,23.5%,0.0%,22.0%,21.4%,23.5%,22.0%,23.5%,21.4%,0.0%,0.0%,0.0%,22.0%,27.6%,16.7%,20.7%,20.8%,20.0%,22.0%,22.0%,0.0%,22.0%,25.5%,8.3%
NEGRETE,media,Adecuado,1.7%,2.4%,0.0%,0.0%,1.7%,2.4%,0.0%,1.7%,0.0%,2.4%,0.0%,0.0%,0.0%,1.7%,3.4%,0.0%,1.7%,1.9%,0.0%,1.7%,1.7%,0.0%,1.7%,2.1%,0.0%
NEGRETE,media,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
NINHUE,media,Insuficiente,56.3%,56.3%,0.0%,0.0%,56.3%,56.3%,0.0%,56.3%,56.3%,0.0%,0.0%,0.0%,0.0%,56.3%,51.9%,61.9%,56.3%,55.3%,100.0%,56.3%,56.3%,0.0%,56.3%,52.5%,75.0%
NINHUE,media,Elemental,33.3%,33.3%,0.0%,0.0%,33.3%,33.3%,0.0%,33.3%,33.3%,0.0%,0.0%,0.0%,0.0%,33.3%,37.0%,28.6%,33.3%,34.0%,0.0%,33.3%,33.3%,0.0%,33.3%,35.0%,25.0%
NINHUE,media,Adecuado,10.4%,10.4%,0.0%,0.0%,10.4%,10.4%,0.0%,10.4%,10.4%,0.0%,0.0%,0.0%,0.0%,10.4%,11.1%,9.5%,10.4%,10.6%,0.0%,10.4%,10.4%,0.0%,10.4%,12.5%,0.0%
NINHUE,media,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
ÑIQUÉN,media,Insuficiente,64.2%,64.2%,0.0%,0.0%,64.2%,68.6%,55.6%,64.2%,55.6%,68.6%,0.0%,0.0%,0.0%,64.2%,55.6%,73.1%,64.2%,62.7%,100.0%,64.2%,64.2%,0.0%,64.2%,57.1%,90.9%
ÑIQUÉN,media,Elemental,30.2%,30.2%,0.0%,0.0%,30.2%,25.7%,38.9%,30.2%,38.9%,25.7%,0.0%,0.0%,0.0%,30.2%,40.7%,19.2%,30.2%,31.4%,0.0%,30.2%,30.2%,0.0%,30.2%,35.7%,9.1%
ÑIQUÉN,media,Adecuado,5.7%,5.7%,0.0%,0.0%,5.7%,5.7%,5.6%,5.7%,5.6%,5.7%,0.0%,0.0%,0.0%,5.7%,3.7%,7.7%,5.7%,5.9%,0.0%,5.7%,5.7%,0.0%,5.7%,7.1%,0.0%
ÑIQUÉN,media,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
NOGALES,media,Insuficiente,66.8%,60.0%,69.0%,0.0%,66.8%,66.8%,0.0%,66.8%,0.0%,72.1%,59.8%,0.0%,0.0%,66.8%,65.1%,68.3%,66.8%,67.3%,33.3%,66.8%,66.7%,71.4%,66.8%,64.8%,93.8%
NOGALES,media,Elemental,28.8%,36.4%,26.3%,0.0%,28.8%,28.8%,0.0%,28.8%,0.0%,26.4%,32.0%,0.0%,0.0%,28.8%,34.9%,23.3%,28.8%,28.3%,66.7%,28.8%,28.8%,28.6%,28.8%,30.5%,6.3%
NOGALES,media,Adecuado,4.4%,3.6%,4.7%,0.0%,4.4%,4.4%,0.0%,4.4%,0.0%,1.6%,8.2%,0.0%,0.0%,4.4%,0.0%,8.3%,4.4%,4.5%,0.0%,4.4%,4.6%,0.0%,4.4%,4.8%,0.0%
NOGALES,media,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
NUEVA IMPERIAL,media,Insuficiente,70.2%,73.0%,68.8%,0.0%,70.2%,69.3%,76.9%,70.2%,71.1%,86.1%,51.3%,0.0%,0.0%,70.2%,67.0%,73.7%,70.2%,66.8%,73.0%,70.2%,70.4%,0.0%,70.2%,68.0%,88.9%
